sequence,time_from_case9,operation,detail
1104,2128,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
1105,2130,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
1106,2131,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1107,2132,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1108,2133,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1109,2134,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1110,2135,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1111,2136,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1112,2138,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=41 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1113,2140,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=41 frame_token=176096830237 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1114,2149,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1115,2150,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=41 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=41 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
1116,2152,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=41 owner=robotol.ext evidence=OBSERVED"
1117,2153,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1118,2154,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1119,2155,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1120,2156,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1121,2160,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=41 saved_r9=0x0 frame_token=176096830237 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1122,2162,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=41 restored_r9=0x0 ok=1 frame_token=176096830237 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1123,2166,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=41 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1124,2167,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
1125,2169,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=41 evidence=OBSERVED"
1126,2170,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=41 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1127,2171,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=41 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1128,2175,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
1129,2176,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
1130,2177,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
1131,2178,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=41 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1132,2182,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
1133,2184,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
1134,2185,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1135,2186,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1136,2187,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1137,2188,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1138,2189,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1139,2190,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1140,2192,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=42 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1141,2194,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=42 frame_token=180391797533 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1142,2203,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1143,2204,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=42 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=42 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
1144,2206,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=42 owner=robotol.ext evidence=OBSERVED"
1145,2207,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1146,2208,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1147,2209,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1148,2210,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1149,2214,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=42 saved_r9=0x0 frame_token=180391797533 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1150,2216,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=42 restored_r9=0x0 ok=1 frame_token=180391797533 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1151,2220,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=42 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1152,2221,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
1153,2223,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=42 evidence=OBSERVED"
1154,2224,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=42 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1155,2225,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=42 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1156,2229,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
1157,2230,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
1158,2231,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
1159,2232,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=42 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1160,2236,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
1161,2238,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
1162,2239,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1163,2240,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1164,2241,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1165,2242,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1166,2243,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1167,2244,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1168,2246,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=43 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1169,2248,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=43 frame_token=184686764829 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1170,2257,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1171,2258,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=43 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=43 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
1172,2260,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=43 owner=robotol.ext evidence=OBSERVED"
1173,2261,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1174,2262,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1175,2263,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1176,2264,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1177,2268,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=43 saved_r9=0x0 frame_token=184686764829 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1178,2270,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=43 restored_r9=0x0 ok=1 frame_token=184686764829 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1179,2274,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=43 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1180,2275,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
1181,2277,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=43 evidence=OBSERVED"
1182,2278,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=43 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1183,2279,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=43 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1184,2283,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
1185,2284,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
1186,2285,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
1187,2286,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=43 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1188,2290,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
1189,2292,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
1190,2293,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1191,2294,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1192,2295,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1193,2296,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1194,2297,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1195,2298,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1196,2300,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=44 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1197,2302,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=44 frame_token=188981732125 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1198,2311,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1199,2312,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=44 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=44 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
1200,2314,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=44 owner=robotol.ext evidence=OBSERVED"
1201,2315,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1202,2316,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1203,2317,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1204,2318,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1205,2322,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=44 saved_r9=0x0 frame_token=188981732125 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1206,2324,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=44 restored_r9=0x0 ok=1 frame_token=188981732125 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1207,2328,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=44 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1208,2329,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
1209,2331,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=44 evidence=OBSERVED"
1210,2332,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=44 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1211,2333,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=44 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1212,2337,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
1213,2338,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
1214,2339,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
1215,2340,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=44 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1216,2344,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
1217,2346,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
1218,2347,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1219,2348,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1220,2349,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1221,2350,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1222,2351,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1223,2352,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1224,2354,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=45 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1225,2356,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=45 frame_token=193276699421 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1226,2365,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1227,2366,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=45 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=45 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
1228,2368,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=45 owner=robotol.ext evidence=OBSERVED"
1229,2369,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1230,2370,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1231,2371,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1232,2372,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1233,2376,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=45 saved_r9=0x0 frame_token=193276699421 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1234,2378,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=45 restored_r9=0x0 ok=1 frame_token=193276699421 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1235,2382,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=45 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1236,2383,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
1237,2385,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=45 evidence=OBSERVED"
1238,2386,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=45 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1239,2387,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=45 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
1240,2391,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
